temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,generated_power_kw
-1.54,70,1010.7,0.1,0,100,241.19,53.46,8.13,63.474352
-1.5,87,1020.2,0,0,100,0,23.2,311.86,23.060145
-1.45,75,1036.7,0,0,25,141.51,7.79,33.69,2283.9918
-1.38,82,1013.2,0,0,100,174.44,38.94,3.18,1120.8914
-1.34,94,1035.1,0,0,100,0,31.34,317.33,88.496643
-1.34,78,1021.9,0,0,97,0,26.67,328.24,6.5301802
-1.3,94,1030.5,0.1,0.49,100,32.93,36.45,20.22,16.747443
-1.29,91,1027.5,0,0,100,0,36.16,316.61,687.91423
-1.28,66,1011.8,0,0,100,440.55,55.63,15.39,3.5764493
-1.26,83,1029.4,0,0,100,270.56,18.68,25.08,1512.4509
-1.24,79,1012.5,0,0,100,2.67,12.5,258.37,568.66697
-1.23,96,1034,0,0,100,0,11.18,213.18,26.58252
-1.2,79,1016.2,0,0,10,308.83,48.55,23.14,1137.9982
-1.2,95,1021.8,0,0,52,0,10.11,184.09,524.29145
-1.15,72,1020.7,0,0,100,226.95,50.06,7.02,621.0319
-1.12,73,1030.2,0,0,0,2.67,14.51,223.99,1353.1714
-1.06,72,1028.4,0,0,0,165.54,13.72,4.51,1987.7126
-0.97,67,1029.2,0,0,0,0,13.32,218.42,445.91228
-0.96,92,1027.4,0,0,100,49.84,37.17,315,1602.8818
-0.93,89,1014.9,0.2,0,100,0,46.8,180.44,7.6198024
-0.92,87,1018.8,0.3,0,100,115.7,40.49,316.8,38.837352
-0.86,87,1012.3,0.1,0.42,100,168.21,17.48,327.62,709.37222
-0.79,79,1026.7,0.1,0,100,187.79,42.92,161.41,354.87786
-0.78,93,1008.1,0,0.21,100,10.68,39.22,316.49,435.98026
-0.75,65,1011.2,0.1,0,100,374.69,55.92,11.89,11.048742
-0.73,83,1019.9,0,0,36,35.6,25.07,305.06,1885.3928
-0.72,83,1029.1,0,0,74,188.68,33.25,160.39,2446.9025
-0.67,93,1007.9,0.1,0.21,100,0,40.93,320.71,214.66867
-0.66,73,1022.2,0,0,100,0,29.35,326.5,121.87213
-0.66,94,1033.1,0,0,3.6,2.67,6.57,260.54,1041.7142
-0.64,88,1014.1,0.2,0,100,2.67,46.44,180,164.66754
-0.63,95,1033,0,0,9,0,6.83,251.57,303.33361
-0.62,81,1017,0,0,33,313.28,49.55,319.71,2607.9262
-0.57,75,1017.2,0,0,0,118.37,24.93,287.65,1549.9781
-0.54,96,1032.3,0,0,9.9,0,6.73,254.48,1.2372549
-0.48,56,1041.5,0,0,0,0,7.9,226.85,473.56029
-0.48,62,1031.9,0,0,0,140.62,9.72,360,2332.3159
-0.48,88,1019.8,0,0,2,0,8.09,339.15,18.831473
-0.47,63,1020.4,0,0,98,271.45,47.2,7.45,1270.4655
-0.4,95,1022.3,0,0,34,0,22.17,302.4,380.55369
-0.38,49,1042.1,0,0,0,2.67,7.9,226.85,1441.6025
-0.33,95,1023,0,0,100,0,15.75,10.54,656.97306
-0.28,93,1023.9,0,0,100,17.8,17.16,9.66,1785.2924
-0.22,97,1032.8,0,0,70,0,0.36,180,65.334722
-0.22,87,1008.3,0,0.28,100,110.36,39.71,315,540.26354
-0.21,19,1034,0,0,0,0,13.7,176.99,293.74976
-0.21,75,1022.8,0,0.14,100,21.36,31.45,326.67,450.78138
-0.2,94,1036.6,0,0,0,2.67,18.09,185.71,1400.0511
-0.2,76,1013.2,0,0,10,193.13,42.06,6.88,1637.6355
-0.19,87,1034.9,0,0,100,63.19,32.6,316.79,289.35083
-0.15,93,1024.9,0,0,100,32.04,7.9,210.07,1726.4683
-0.13,93,1036.2,0,0,0,0,15.23,186.79,503.15395
-0.13,79,1029.2,0,0,78,405.84,23.83,26.95,2386.7665
-0.1,64,1020.2,0,0,100,453.01,30.93,39.81,426.59295
-0.06,79,1030.9,0,0,100,0,9.53,349.11,617.06192
-0.05,88,1031.2,0,0.35,100,147.74,40.9,27.24,747.95484
-0.02,86,1013.9,0.3,0,100,9.79,29.96,274.13,232.56139
0,80,1030.7,0,0,40,31.15,8.37,334.54,1634.0556
0.03,85,1018.7,0,0,82,258.1,40.61,322.93,43.892087
0.03,86,1014.9,0.3,0,100,0,31,282.75,109.07939
0.05,68,1016.3,0,0,10,472.59,40.38,21.99,2176.6919
0.07,63,1029.3,0,0,0,181.56,3.55,293.96,315.97245
0.08,96,1024.9,0,0,100,0,5.59,165.07,718.82787
0.08,95,1022.1,0,0,100,0,14.76,12.68,62.988136
0.14,19,1033.9,0,0,0,1.78,13.68,178.49,952.55831
0.14,93,1019.5,0,0,100,0,9.78,353.66,463.50612
0.15,78,1016.6,0,0,15,302.6,53.03,325.23,2741.3694
0.21,72,1019.6,0,0,0,242.97,30.17,342.65,2434.8074
0.22,34,1031.9,0,0,0,0,11.53,345.53,622.10833
0.25,91,1024.7,0,0,100,108.58,16.87,11.07,2403.1922
0.27,94,1024.2,0,0,100,0,6.64,347.47,122.06195
0.28,92,1022.3,0,0,54,34.71,10.46,183.95,1511.2741
0.34,84,1014.5,0.2,0,100,68.53,48.24,180,315.74279
0.35,55,1019.2,0,0,100,232.29,49.07,3.79,155.8639
0.36,55,1018.9,0,0,41,186.01,49.35,2.09,16.274753
0.38,48,1027.4,0,0,0,0,23.84,334.98,417.20592
0.4,94,1033.1,0,0,100,8.9,1.3,326.31,128.55614
0.41,60,1019.8,0,0,100,445.89,29.55,43.03,411.4492
0.41,94,1024,0,0,100,0,6.92,351.03,7.1770372
0.44,54,1020.1,0,0,59,260.77,52.32,10.3,378.96399
0.44,93,1017.9,0,0,100,0,29.72,168.83,22.180013
0.47,88,1034.3,0,0,0,51.62,14.83,174.43,1783.8262
0.49,87,1028.5,0,0,6,0,41.56,162.35,34.521546
0.5,45,1027.2,0,0,0,0,23.69,335.77,36.312791
0.51,85,1025.7,0,0,100,0,8.67,221.63,564.36012
0.51,95,1024.6,0,0,0,7.12,11.66,171.12,1339.9322
0.54,82,1008.1,0,0.07,85,278.57,38.95,313.88,609.03444
0.54,74,1026.1,0,0,76,351.55,41.9,162.5,1608.7156
0.6,82,1023.2,0.1,0.42,100,131.72,31.45,326.67,871.6075
0.6,89,1028.4,0,0,22,0,42.01,162.03,470.38138
0.62,45,1031.7,0,0,0,0,7.7,217.41,445.47816
0.63,37,1032.3,0,0,0,8.01,10.74,346.43,1555.0839
0.68,94,1029.7,0,0,100,0,7.42,337.17,262.18644
0.71,92,1022.8,0.1,0,100,0,22.61,170.84,306.21257
0.72,59,1028.9,0,0,0,358.67,19.24,17.42,2530.0079
0.72,88,1020.6,0,0,100,69.42,10.46,3.95,1302.6158
0.73,99,1027.3,0,0,36,2.67,13.2,244.13,129.43917
0.74,80,1028.2,0,0,100,224.28,38.75,318.01,1379.7537
0.78,81,1037.1,0,0,0,107.69,6.92,231.34,2224.3277
0.79,93,1020.6,0,0,1,0,20.18,195.52,491.01385
0.81,64,1015.9,0,0,10,496.62,39.39,18.1,2204.0698
0.81,67,1012,0,0,48,247.42,44.92,9.69,2142.2057
0.82,44,1031.9,0,0,4,1.78,7.65,228.81,1411.1547
0.83,78,1035.4,0,0,0,0,7.59,275.44,33.746162
0.85,73,1028,0,0,28,351.55,35.57,158.63,2848.8113
0.86,81,1010.6,0.2,0.07,100,217.16,11.02,321.63,595.21168
0.86,54,1032.8,0,0,0,291.03,15.63,14.68,2664.7049
0.89,57,1020.5,0,0,100,432.54,25.96,45,267.54383
0.89,93,1017.9,0,0,100,14.24,29.53,170.88,159.44572
0.9,50,1035.2,0,0,1,299.04,11.11,24.9,2709.7533
0.9,55,1038.7,0,0,3.6,322.18,18.36,48.18,1915.7382
0.95,95,1027.3,0,0,100,0,26.48,7.03,181.53847
0.99,85,1018.2,0,0,70,366.68,40.76,335.47,68.468864
0.99,85,1026.4,0,0,13.2,0,18.36,358.88,85.160466
1.02,80,1013.8,0.1,0,100,187.79,48.24,180,316.44196
1.02,87,1001.9,0,0.21,100,124.6,37.97,317.69,1770.4435
1.04,91,1018.1,0.1,0.14,100,0,32.16,158.32,13.995278
1.05,90,1024.6,0,0,0,0,11.17,178.15,438.925
1.07,84,1002.3,0,0.07,100,161.98,38.72,317.26,1479.5331
1.07,79,1031.4,0,0,54,219.83,45.23,33.31,896.17405
1.07,94,1030.2,0,0,100,0,8.12,347.2,35.513506
1.09,91,1029.3,0,0,100,50.73,6.38,343.61,688.22314
1.12,90,1000.9,0,0.28,100,78.32,35.97,318.65,2046.7212
1.16,57,1020,0,0,100,305.27,15.99,54.16,0.16192283
1.18,80,1013.9,0,0,2,309.72,41.25,302.16,487.8004
1.19,56,1020,0,0,100,369.35,21.39,46.36,63.384136
1.21,83,1025.4,0,0,100,238.52,16.52,11.31,2736.0958
1.22,77,1012.7,0,0,100,205.59,45.01,172.65,902.17283
1.22,92,1034,0.4,0.49,100,129.05,6.95,111.25,715.04669
1.22,91,1018.1,0,0,0,1.78,11.62,253.81,707.16685
1.28,84,1011,0.3,0.35,100,169.99,43.01,298.5,769.56467
1.28,91,998.5,0.3,0.21,100,9.79,36.74,318.97,1020.2754
1.29,62,1016,0,0,10,467.25,36.36,11.42,1544.6314
1.3,61,1026.6,0,0,0.3,272.34,18.2,294.54,2595.2027
1.31,69,1005.6,0.1,0.07,100,130.83,39.19,321.34,37.264069
1.33,81,1034.1,0,0,100,226.06,32.62,317.68,659.44101
1.33,90,1024.1,0,0,100,58.74,7.2,360,618.955
1.34,88,1018.7,0.1,0,100,10.68,25.94,150.95,40.578889
1.34,49,1027.1,0,0,0,27.59,24.16,335.34,151.47548
1.35,94,1028.5,0,0,100,0,8.37,25.46,101.6059
1.36,89,1017.1,0,0,0,0,9.83,246.25,386.12917
1.38,71,1019.2,0,0,87,193.13,22.98,305.43,1649.1028
1.41,81,1007.8,0,0,83,423.64,38.2,313.47,1231.1073
1.41,93,1030.7,0,0,0,0,9.37,2.2,90.211685
1.42,81,1034.2,0,0,76,2.67,7.07,284.74,335.80854
1.42,93,1032.6,0,0,0,0,7.24,185.71,9.1453333
1.42,96,1033.4,0,0,30,0,8.91,194.04,442.30204
1.43,54,1027.4,0,0,0,343.54,10.85,354.29,552.13038
1.44,79,1013.6,0.3,0,100,73.87,32.43,272.54,696.74
1.46,87,1022.6,0.1,0,100,18.69,23.98,172.23,810.41608
1.49,77,1033.2,0,0,0,0,15.12,180,341.55472
1.51,80,1035.2,0,0,0,1.78,15.86,177.4,1355.1012
1.51,64,1015.3,0,0,10,374.69,33.99,5.47,226.21317
1.51,86,1028.1,0,0,100,46.28,30.09,21.04,399.22861
1.51,83,1026,0,0,6,0,8.85,333.43,450.02361
1.51,82,1033.3,0,0,0,3.56,15.12,181.36,1258.2619
1.52,38,1046.8,0,0,0,0,10.32,209.25,487.39034
1.54,62,1016.2,0,0,0,271.45,22.91,278.13,1717.2196
1.54,91,1013.4,0,0,100,52.51,23.8,342.39,776.38526
1.58,63,1011.8,0,0,49,283.91,46.2,13.06,1305.8351
1.6,43,1042.8,0,0,0,111.25,6.99,214.51,2175.1235
1.62,77,1012.5,0.1,0,100,295.48,46.81,181.32,870.24529
1.62,61,1017.6,0,0,10,234.07,48.14,332.86,1843.9107
1.63,84,1013,0,0,100,0,9.01,357.71,189.80922
1.66,68,1036.7,0,0,100,189.57,4.21,340.02,388.70286
1.68,94,1024.2,0,0,100,0,4.69,327.53,108.45255
1.69,70,1028.8,0,0,82,213.6,27.75,22.91,1003.2059
1.71,79,1010.5,0.4,0.14,100,136.17,41.94,327.26,46.973611
1.72,96,1005.2,0,0,100,0,13.28,32.83,27.660556
1.77,90,1025.4,0,0,17.4,0,18.36,1.12,1.2684524
1.78,74,1017.7,0,0,100,267,41.32,341.72,44.855
1.78,92,1030.6,0,0,0,0,9.47,8.75,0.52844828
1.78,70,1035.3,0,0,0,169.99,8.59,213.02,2342.0789
1.79,95,1012.9,0,0,100,0,24.37,347.2,319.17873
1.8,93,1014.1,0,0,3,0,15.58,303.69,80.946667
1.8,68,1016.8,0,0,0,0,8.67,221.63,3.1564516
1.81,94,1027.9,0,0,100,0,8.71,29.74,1.4327684
1.81,70,1028.6,0,0,0.6,0,11.89,181.74,381.95083
1.82,76,1012.5,0,0,60,382.7,42.34,174.14,357.74893
1.82,76,1010.2,0.1,0,100,416.52,13.76,317.12,288.75358
1.83,81,1010.4,0,0,100,201.14,37.65,173.96,25.226724
1.83,70,1004.8,0.2,0.14,100,207.37,39.6,323.13,366.52784
1.84,90,1024.2,0,0,0,0,10.82,176.19,6.8297619
1.86,69,1016.5,0,0,10,299.93,42.33,303.55,774.13052
1.86,74,1002.7,0,0.07,100,194.91,39.46,324.28,1197.0767
1.9,72,1004.8,0.2,0.14,100,240.3,41.35,324.93,2084.9414
1.9,49,1027.4,0,0,0,472.59,19.11,3.24,492.32998
1.91,75,1031.3,0,0,0,184.23,9.83,351.57,2317.0292
1.92,73,1034.2,0,0,0,0,15.48,178.67,425.30454
1.92,94,1028.7,0,0,23,0,18.09,328.84,168.89293
1.93,60,1026.6,0,0,0,556.25,19.49,25.14,552.04514
1.93,74,1028.5,0,0,30,315.95,38.86,320.26,1215.9592
1.93,83,1026.6,2.2,0,100,0,32.27,169.07,43.979559
1.94,68,1029,0,0,0.3,2.67,11.52,180,1289.6794
1.95,78,1029.3,0,0,3.3,4.45,12.6,180,1304.8
1.96,58,1016.8,0,0,0,0,8.44,219.81,588.97833
1.96,79,1033,0,0,0,0,11.16,180,66.812222
1.97,88,1032.9,0,0,100,133.5,5.86,42.51,213.53037
1.98,88,1017,0,0,100,129.94,30.5,172.54,343.32086
1.99,94,1024.1,0,0,100,0,5.99,327.26,4.4325137
2.01,86,1013.5,0,0,0,26.7,6.57,350.54,513.76958
2.05,74,1030.6,0,0,40,293.7,48.13,34.64,1299.9747
2.06,75,1030.4,0,0,0,147.74,6.73,344.48,2254.5837
2.06,63,1019.6,0,0,0,173.55,10.54,172.15,1957.4223
2.06,79,1026.6,0,0,2,5.34,7.65,318.81,1158.1569
2.11,79,1033.2,0,0,0,2.67,11.53,178.21,290.02583
2.12,81,1010.5,0,0,100,338.2,21.18,328.2,54.593671
2.12,90,997.5,0.8,0.63,100,0,36.93,316.97,365.87528
2.12,90,1032.8,0.5,0.63,100,113.03,10.32,119.25,245.03425
2.13,71,1025,0,0,0,416.52,15.38,16.31,2506.7527
2.17,31,1035,0,0,0,0,6.37,312.71,454.10095
2.17,68,1024.9,0,0,100,471.7,39.05,161.73,1798.4442
2.18,24,1038.5,0,0,0.9,0,7.15,229.09,513.90842
2.18,74,1018.3,0,0,100,250.09,40.9,343.64,26.84328
2.18,81,1028.4,0,0,25,96.12,44.07,162.9,1204.6823
2.18,95,1023.8,0,0,22,2.67,40.06,175.88,639.24472
2.2,34,1046.6,0,0,0,1.78,10.5,202.17,1394.0949
2.2,94,1006.2,0,0,100,18.69,12.77,21.5,260.85006
2.22,79,1014.3,0,0,44,243.86,24.27,339.15,1343.0145
2.22,91,1028.8,0,0,100,56.07,10.09,34.82,587.07534
2.25,80,1023.5,0.1,0.56,100,222.5,31.26,324.85,875.37472
2.26,99,1018,0,0,100,0,18.72,292.62,66.971355
2.26,89,1024.7,0,0,100,62.3,3.55,336.04,570.08388
2.27,79,1010.6,0.4,0.14,100,234.96,46.01,322.95,435.15191
2.27,68,1026.9,0,0,2,482.38,34.65,156.1,3042.2762
2.28,78,1009.6,0,0,100,311.5,17.38,320.04,120.28781
2.3,85,1010.1,0,0.14,100,210.93,25.74,339.54,10.725232
2.3,94,1024,0,0,48,0,39.31,164.05,242.0758
2.31,27,1035.1,0,0,0,1.78,5.15,294.78,1411.9994
2.31,60,1019.3,0,0,0,405.84,29.43,345.11,2795.9993
2.32,52,1026.2,0,0,0,524.21,19.97,27.95,2894.8564
2.33,64,1027.9,0,0,10,473.48,21.63,18.43,1902.4103
2.34,59,1025.8,0,0,0.3,398.72,20.77,297.9,2724.477
2.35,74,1003.7,0.1,0.14,100,215.38,40.35,325.18,1779.7003
2.36,94,1013.6,0,0,2,0,16.49,306.12,2.7432292
2.37,82,1010.2,0.3,0.28,100,202.03,48.7,318.3,411.2987
2.37,88,1032.6,0,0,100,3.56,9.96,192.53,1026.1208
2.38,72,1012.4,0.1,0,100,195.8,37.81,268.91,424.49561
2.38,72,1025.6,0,0,2.4,0,18.36,180,390.72833
2.41,25,1038.4,0,0,1.8,2.67,7.7,232.59,1076.7197
2.42,88,1027.1,3.2,0,100,18.69,27.07,166.15,119.72227
2.43,79,1028.9,0,0,8,0,12.96,180,112.68126
2.45,44,1034.6,0,0,0,423.64,15.46,24.78,2898.309
2.47,62,1027.2,0,0,100,0,13.78,303.27,412.23701
2.5,73,1017.1,0,0,100,386.26,41.14,302.86,177.91597
2.5,76,1012,0,0,100,373.8,40.06,175.88,125.95566
2.51,93,1005.2,2,1.68,100,88.11,16.18,339.15,0.27835317
2.52,94,1033,0,0,100,0,6.49,19.44,447.66534
2.53,93,1014.6,0,0,36,20.47,15.19,301.43,413.49556
2.53,71,1026.4,0,0,12.3,65.86,21.24,360,573.69139
2.55,63,1029,0,0,0,110.36,12.31,232.13,2127.6647
2.55,93,1028.4,0,0,4.8,0,8.5,216.38,790.20158
2.58,85,1018.7,0,0,100,7.12,10.7,317.73,219.09665
2.61,91,1019.1,0,0,8,3.56,23.22,199,589.7025
2.62,68,1016.3,0,0,2,379.14,42.24,302.47,332.33587
2.62,45,1031.7,0,0,0,412.07,18.67,19.13,2899.872
2.62,60,1023.3,0,0,100,141.51,0.8,153.43,1368.7558
2.64,72,1018.5,0,0,100,195.8,39.3,351.57,21.373333
2.66,81,1018.6,0.1,0,62,172.66,26.9,155.49,82.954039
2.68,95,1008,1.4,0,100,0,3.55,156.04,13.485484
2.71,64,1026.1,0,0,100,0,36.06,165.55,4.6546099
2.72,63,1016,0,0,10,469.92,43.53,304.22,202.27496
2.73,73,1018.1,0,0,73,169.1,39.25,358.42,9.8601908
2.73,69,1025.6,0,0,0,0,18,180,13.934483
2.74,73,1010.6,0,0,100,312.39,45.74,268.2,162.37921
2.74,73,1019.6,0,0,37,271.45,11.37,10.95,2005.9706
2.75,96,1018.4,0,0,100,0,2.9,277.13,39.029722
2.77,57,1015.7,0,0,12,392.49,25.96,273.18,1463.1401
2.77,76,1024.8,0,0,14,0,22.39,175.39,467.36701
2.79,81,1022.1,0,0,100,114.81,25.46,171.87,1653.5456
2.79,85,1018.7,0,0,100,0,12.68,325.41,27.524294
2.81,95,1010.8,0,0,100,0,7.52,16.7,93.382289
2.81,94,1018.7,0,0,100,13.35,3.67,281.31,175.84461
2.81,94,1028.1,0,0,3.6,0,7.79,213.69,101.91768
2.82,58,1016.6,0,0,41,223.39,44.83,325.8,325.89532
2.82,63,1028.3,0,0,8.4,444.11,28.41,22.34,1730.1885
2.82,71,1025.3,0,0,1.2,5.34,19.8,180,1293.875
2.88,82,1008.8,0.3,0.14,100,187.79,49.76,250.12,1199.4147
2.88,61,1012.6,0,0,20,425.42,53.1,10.55,1723.1202
2.89,66,1032.8,0,0,100,279.46,8.64,90,751.18134
2.89,96,1007.3,1.7,0,100,0,6.44,153.43,135.51043
2.89,88,1026.6,1.1,0,100,52.51,28.91,175,188.40683
2.9,96,1024.8,0,0,100,0,19.2,173.54,12.066319
2.91,84,1036,0,0,0,107.69,19.08,180,2166.6904
2.91,53,1022.3,0,0,0,358.67,10.51,51.95,1027.2717
2.93,94,1021.2,0,0,100,0,9,323.13,20.289321
2.93,100,1020.3,0,0,30,0,5.86,312.51,5.2385246
2.93,91,1033.3,0,0,100,0,22.75,175.46,210
2.95,86,1026.8,0.7,0,100,101.46,29.12,171.47,217.60286
3.01,74,1034.5,0,0,57,404.95,32.35,317.25,750.74442
3.01,74,1028.9,0,0,25,232.29,8.35,7.43,1372.0431
3.02,79,1020.3,0,0,55,199.36,8.65,196.93,2160.7512
3.02,71,1021.3,0,0,100,31.15,20.27,303.41,963.70243
3.02,42,1032.2,0,0,0,0,11.21,185.53,279.15599
3.02,14,1033.3,0,0,0,0,12.26,183.37,471.34639
3.02,98,1036.4,0,0,29,0,11.54,176.42,296.83528
3.03,98,1027.7,0.1,0,100,2.67,7.79,303.69,1400.3916
3.03,92,1015.9,0.1,0,100,0,16.2,91.27,22.253985
3.05,94,1032.2,0,0,100,0,5.48,23.2,11.032749
3.06,48,1017.1,0,0,0,14.24,7.49,234.78,1082.3275
3.07,77,1024.9,0,0,100,48.06,7.15,220.91,538.48395
3.07,93,1028.7,0,0,13,0,23.11,322.59,255.03637
3.09,13,1032.9,0,0,0,0,11.9,183.47,20.104701
3.1,95,1011.2,0,0,100,0,9.18,25.56,22.207222
3.1,92,1005.8,0,0,100,138.84,13.14,9.46,516.37833
3.1,91,1033.4,0,0,100,3.56,23.83,175.67,705.79583
3.11,83,1004.3,0.1,0.14,78,298.15,37.92,289.98,1338.748
3.11,94,1011.8,0,0,100,18.69,6.88,6.01,185.65667
3.11,98,1020.1,0,0,100,0,5.19,303.69,119.74806
3.12,59,1027.2,0,0,0,488.61,22.55,16.7,1494.7838
3.13,94,1025.9,0,0,44,0,11.59,216.16,14.523889
3.14,92,1031.9,0,0,100,0,22.35,14.93,313.16457
3.16,82,1016.4,0,0,0.6,0,10.19,212.01,168.05958
3.17,56,1026.9,0,0,0,299.93,22.01,3.75,26.661348
3.17,69,1024.9,0,0,100,362.23,24.34,29.22,0.36510417
3.18,95,1036.7,0,0,13,12.46,12.32,173.29,1409.7167
3.19,89,1033.5,0,0,100,58.74,7.24,5.71,1290.326
3.21,95,1007.5,2,0,100,5.34,9.96,167.47,225.46611
3.21,79,1015,0,0,0,0,11.97,338.84,170.79606
3.23,91,1021.5,0,0,100,20.47,9.09,326.31,119.6423
3.23,29,1028.6,0,0,0,0,7.2,216.87,453.44921
3.24,97,1023.5,0,0,49,0,15.48,358.67,165.62544
3.25,91,1028.6,0,0,41,32.93,24.77,327.46,1455.2893
3.26,74,1024.1,0,0,0,201.14,6.29,256.76,2344.2967
3.28,58,1025.6,0,0,0,585.62,20.01,30.26,408.28072
3.28,97,1028.3,0,0,73,0,16.6,176.27,9.3748366
3.29,51,1016.7,0,0,10,527.77,48.31,332.48,1555.8217
3.29,96,1028.4,0,0,83,9.79,16.56,180,53.364722
3.3,34,1029.4,0,0,0,0,6.92,231.34,22.50977
